id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
19110,Thompson,tube,,1533.0,,7.8,7.8,591.0,2.3
19111,Thompson,,0.1,1858.0,0.0028,1.0,,432.0,5.8
19112,Peskov,,6.89,1000.0,,,10.0,565.0,3.1
19113,Thompson,tube,6.89,2699.0,0.0102,,12.8,1930.0,4.3
19114,Thompson,tube,7.03,4059.0,,,10.8,,2.4
19115,Mortimore,annulus,11.03,,0.0643,5.0,13.3,2134.0,2.2
19116,,,,3811.0,-0.0229,1.9,1.9,,3.3
19117,,tube,15.51,2495.0,,1.9,,152.0,3.5
19118,Thompson,tube,6.89,,,10.8,,864.0,3.5
19119,Thompson,tube,13.79,5696.0,-0.0356,4.7,4.7,318.0,4.2
19120,Thompson,,7.0,4069.0,0.0637,10.8,10.8,864.0,3.5
19121,Weatherhead,tube,13.79,,0.0876,11.1,11.1,457.0,2.3
19122,Williams,,13.79,3997.0,0.14,9.5,9.5,1836.0,1.5
19123,Thompson,tube,3.9,4150.0,-0.0369,,10.8,216.0,5.8
19124,Thompson,tube,13.79,2563.0,-0.0158,7.7,7.7,457.0,4.1
19125,Weatherhead,tube,,1356.0,0.0948,,11.1,457.0,1.8
19126,Thompson,tube,7.07,1031.0,,10.8,10.8,216.0,6.0
19127,Williams,,15.17,1335.0,0.099,,9.5,1836.0,2.6
19128,,tube,13.79,1736.0,,7.8,7.8,591.0,2.1
19129,Williams,,15.17,2685.0,,9.5,9.5,,1.9
19130,Thompson,tube,,3458.0,0.1331,4.7,4.7,318.0,2.2
19131,Richenderfer,plate,1.01,,,15.0,120.0,10.0,3.6
19132,Thompson,tube,12.07,2590.0,-0.0537,1.9,1.9,152.0,7.0
19133,Weatherhead,tube,13.79,1397.0,0.0133,7.7,7.7,457.0,4.7
19134,,,6.89,830.0,-0.1428,,38.1,737.0,6.0
19135,Janssen,annulus,8.3,1519.0,0.1205,12.7,42.3,1778.0,2.2
19136,Thompson,tube,6.89,1926.0,,23.6,23.6,1972.0,2.3
19137,,tube,13.79,5249.0,0.0753,5.7,5.7,,2.7
19138,Thompson,tube,13.79,1397.0,,4.7,4.7,318.0,2.9
19139,Thompson,tube,13.79,7473.0,-0.1488,,4.7,318.0,6.4
19140,Peskov,,14.0,4986.0,-0.0102,10.0,,890.0,5.1
19141,Thompson,tube,4.96,4123.0,,5.6,5.6,432.0,4.7
19142,Thompson,tube,7.0,2034.0,-0.044,10.8,10.8,216.0,3.5
19143,Thompson,tube,7.0,1017.0,0.0902,10.8,10.8,216.0,3.3
19144,Thompson,tube,17.24,3690.0,,,1.9,696.0,2.8
19145,,tube,13.79,3594.0,-0.0438,,4.7,318.0,4.1
19146,,tube,13.79,7690.0,-0.3273,4.7,,,6.4
19147,Beus,annulus,,2007.0,,5.6,15.2,2134.0,2.1
19148,,tube,13.79,2048.0,0.0833,4.7,,318.0,2.8
19149,Thompson,tube,13.79,2306.0,0.0336,7.8,7.8,591.0,2.0
19150,Thompson,,15.51,2997.0,-0.0278,1.9,1.9,152.0,5.0
19151,Williams,,15.17,1335.0,,9.5,9.5,,1.8
19152,Thompson,tube,6.89,5723.0,-0.0478,10.3,10.3,794.0,6.9
19153,Beus,,,1221.0,,5.6,15.2,2134.0,1.4
19154,Weatherhead,,13.79,1344.0,,,11.1,,1.5
19155,,tube,12.07,3811.0,-0.0453,1.9,,152.0,6.8
19156,Janssen,annulus,9.65,5615.0,0.1077,6.4,,914.0,1.7
19157,,plate,1.01,2000.0,-0.0093,15.0,120.0,10.0,5.7
19158,Thompson,tube,10.34,4828.0,-0.0416,10.3,,762.0,6.8
19159,Peskov,tube,,5615.0,-0.0514,,10.0,520.0,6.7
19160,Thompson,tube,13.79,4367.0,,,4.7,318.0,2.0
19161,,tube,12.0,4986.0,-0.0313,10.0,10.0,1000.0,4.1
19162,Thompson,tube,18.27,833.0,,,3.0,150.0,3.2
19163,Janssen,annulus,6.99,1519.0,,8.5,24.6,1778.0,3.7
19164,Thompson,tube,,4069.0,0.0036,10.8,10.8,432.0,2.6
19165,,tube,7.08,2780.0,,,4.6,229.0,3.2
19166,Thompson,tube,13.79,5249.0,,5.7,,625.0,7.9
19167,Thompson,tube,13.79,,-0.1239,4.7,4.7,318.0,3.9
19168,Thompson,tube,6.93,3201.0,-0.0479,10.8,10.8,216.0,5.7
19169,Thompson,tube,3.45,,-0.0416,,,,4.5
19170,Thompson,tube,13.79,1641.0,-0.0379,7.7,7.7,457.0,3.2
19171,Richenderfer,plate,0.1,1397.0,,15.0,120.0,10.0,5.9
19172,Thompson,,10.34,6008.0,-0.0416,10.3,10.3,762.0,6.0
19173,,tube,,4077.0,0.0624,,10.8,864.0,3.9
19174,,annulus,11.03,1344.0,0.1383,5.0,13.3,2134.0,2.0
19175,Thompson,tube,12.07,3201.0,-0.1261,1.9,1.9,152.0,5.5
19176,Weatherhead,tube,13.79,1344.0,0.1476,11.1,11.1,457.0,1.3
19177,,tube,7.03,3852.0,,5.6,,432.0,5.2
19178,Janssen,annulus,6.89,1533.0,0.0747,,,2743.0,3.5
19179,Peskov,,16.0,1617.0,0.0311,10.0,10.0,890.0,2.3
19180,Thompson,,13.79,3133.0,0.0406,1.9,1.9,152.0,1.8
19181,Thompson,tube,,3797.0,-0.0238,23.6,23.6,610.0,4.3
19182,Thompson,tube,18.27,793.0,,3.0,3.0,150.0,1.8
19183,Beus,annulus,13.79,3721.0,0.0126,5.6,,2134.0,2.1
19184,,tube,13.79,943.0,,7.7,7.7,,2.6
19185,Thompson,tube,12.07,2563.0,-0.0511,1.9,,696.0,3.2
19186,Thompson,tube,13.79,2292.0,,1.9,1.9,152.0,5.4
19187,Janssen,annulus,6.89,5615.0,,6.4,15.9,,2.7
19188,Janssen,annulus,,2767.0,0.0423,12.7,38.1,914.0,2.9
19189,Thompson,,6.89,5452.0,0.1005,,12.8,,2.1
19190,Richenderfer,plate,18.0,1000.0,,15.0,,10.0,3.1
19191,Thompson,tube,,6388.0,-0.0483,10.3,10.3,794.0,3.9
19192,Beus,annulus,11.03,1354.0,,5.6,15.2,,1.4
19193,Thompson,tube,,2631.0,,1.9,1.9,696.0,2.3
19194,Peskov,tube,,,,10.0,10.0,,3.8
19195,,,13.79,,-0.17,11.1,11.1,457.0,3.8
19196,Thompson,tube,2.14,4986.0,-0.0434,1.1,1.1,,7.9
19197,Thompson,tube,13.79,1465.0,0.0928,7.7,7.7,457.0,1.8
19198,Thompson,,6.86,4123.0,0.0406,10.8,10.8,432.0,5.4
19199,Kossolapov,plate,18.0,336.0,-0.0204,15.0,120.0,10.0,5.8
19200,Thompson,tube,,1465.0,-0.1005,,7.8,591.0,2.3
19201,Thompson,tube,13.79,5696.0,0.0753,10.1,,,1.8
19202,,tube,6.86,1031.0,0.0129,10.8,,216.0,4.5
19203,Weatherhead,tube,13.79,2021.0,0.1504,7.7,7.7,457.0,1.4
19204,Thompson,,18.27,2740.0,-0.0465,3.0,3.0,,4.5
19205,Thompson,tube,6.89,5479.0,,23.6,23.6,1972.0,5.4
19206,Thompson,tube,,7690.0,-0.0633,10.3,10.3,762.0,6.6
19207,Thompson,tube,,5696.0,,10.3,10.3,762.0,3.9
19208,Thompson,tube,,5249.0,,5.7,5.7,625.0,9.0
19209,Thompson,tube,6.86,,-0.0477,10.8,10.8,,5.7
19210,Thompson,,13.79,1063.0,-0.0168,4.7,4.7,318.0,3.0
19211,Thompson,tube,13.79,3391.0,-0.0833,,4.7,,3.0
19212,Thompson,tube,13.79,,0.0374,4.7,4.7,318.0,2.7
19213,Thompson,,13.79,1668.0,0.0334,7.7,,457.0,2.5
19214,,annulus,6.86,3079.0,0.0335,4.6,,1778.0,2.6
19215,Beus,annulus,15.51,1345.0,0.0202,5.6,15.2,2134.0,1.6
19216,Thompson,tube,13.79,1465.0,-0.1005,7.7,7.7,457.0,2.6
19217,Beus,,13.79,3665.0,-0.0394,5.6,15.2,,3.9
19218,Thompson,tube,,,0.0798,4.7,4.7,318.0,2.3
19219,Thompson,tube,6.89,7229.0,,10.3,10.3,,3.8
19220,Williams,,15.17,4071.0,,9.5,,1836.0,3.4
19221,Thompson,tube,,1872.0,,4.7,4.7,318.0,2.2
19222,Weatherhead,tube,13.79,,,11.1,11.1,457.0,3.0
19223,,annulus,13.79,679.0,0.1867,5.0,13.3,2134.0,1.8
19224,Thompson,tube,13.79,7012.0,-0.4477,4.7,4.7,318.0,12.9
19225,Thompson,tube,13.79,4164.0,-0.0069,4.7,4.7,305.0,3.2
19226,,tube,18.27,861.0,-0.1284,3.0,3.0,35.0,2.1
19227,Thompson,tube,6.89,3811.0,-0.0008,12.8,12.8,1930.0,4.6
19228,Thompson,tube,,5859.0,-0.0416,10.3,,794.0,7.3
19229,Thompson,tube,13.79,3811.0,,4.7,4.7,318.0,6.6
19230,Thompson,tube,,5642.0,0.1109,1.0,1.0,25.0,19.3
19231,Thompson,tube,10.34,7398.0,,10.3,10.3,762.0,6.0
19232,Thompson,tube,3.45,5249.0,,3.6,3.6,76.0,5.7
19233,Thompson,tube,6.72,,0.0088,10.8,10.8,432.0,4.2
19234,Thompson,tube,13.79,2563.0,,4.6,4.6,295.0,2.2
19235,Thompson,tube,15.51,3879.0,-0.1182,1.9,1.9,696.0,3.4
19236,,tube,12.07,4066.0,-0.0415,1.9,1.9,696.0,3.6
19237,,tube,18.0,2875.0,-0.1184,10.0,10.0,,1.8
19238,Thompson,tube,,2712.0,0.0102,23.6,23.6,1972.0,2.0
19239,Weatherhead,tube,13.79,1074.0,-0.0898,11.1,11.1,457.0,3.4
19240,Thompson,,6.86,3784.0,,10.8,10.8,216.0,3.0
19241,Weatherhead,tube,13.79,815.0,-0.0102,7.7,7.7,457.0,2.1
19242,Beus,annulus,11.03,2278.0,0.1219,,15.2,,1.1
19243,Thompson,tube,6.89,3838.0,,,5.6,216.0,5.8
19244,Thompson,,13.79,,,,7.7,457.0,2.8
19245,Janssen,annulus,6.89,2292.0,0.1253,12.7,,,3.2
19246,Thompson,,2.63,2848.0,-0.0465,3.0,,150.0,4.5
19247,Williams,tube,15.17,4056.0,0.0224,,9.5,1836.0,2.8
19248,Thompson,tube,12.07,3201.0,,,1.9,152.0,4.5
19249,Thompson,,6.89,5425.0,,10.3,10.3,762.0,5.4
19250,,tube,6.89,2672.0,,,7.7,457.0,1.7
19251,Thompson,tube,6.89,2699.0,,12.8,12.8,1930.0,1.3
19252,Thompson,,6.89,4055.0,,,37.5,1953.0,2.6
19253,Peskov,tube,10.0,1000.0,-0.0415,10.0,10.0,565.0,3.2
19254,Thompson,tube,10.34,4815.0,,10.3,10.3,762.0,6.7
19255,Thompson,,13.79,1709.0,-0.0168,,4.7,318.0,3.0
19256,Thompson,tube,6.79,4096.0,,10.8,,432.0,4.5
19257,Richenderfer,plate,0.1,1000.0,,15.0,120.0,10.0,3.8
19258,Thompson,tube,0.1,2821.0,,1.0,,51.0,4.0
19259,Thompson,tube,11.0,4123.0,-0.0408,11.5,11.5,914.0,2.8
19260,Thompson,tube,18.96,2767.0,-0.0874,1.9,1.9,152.0,3.2
19261,,tube,13.79,,0.0742,4.6,,295.0,2.6
19262,Weatherhead,tube,,1356.0,0.0192,7.7,7.7,457.0,2.0
19263,Thompson,tube,6.89,5696.0,0.0001,,10.3,,4.3
19264,Weatherhead,tube,13.79,1339.0,0.0648,7.7,,457.0,2.4
19265,Thompson,tube,13.79,,,7.7,7.7,457.0,2.3
19266,Thompson,tube,15.51,3635.0,-0.024,1.9,1.9,152.0,4.8
19267,Thompson,tube,6.86,4096.0,,10.8,10.8,432.0,3.8
19268,,tube,13.79,2021.0,0.0484,7.7,7.7,457.0,2.3
19269,Thompson,tube,6.89,7690.0,,10.3,10.3,,7.5
19270,Thompson,tube,10.34,,,,10.3,762.0,4.1
19271,Thompson,tube,,3391.0,0.0849,11.5,11.5,914.0,1.8
19272,,tube,13.79,4964.0,,4.7,4.7,318.0,2.9
19273,Weatherhead,tube,,2685.0,,7.7,7.7,457.0,3.3
19274,Beus,annulus,15.51,1354.0,0.0721,5.6,15.2,2134.0,2.3
19275,,tube,,1617.0,,,10.0,890.0,2.3
19276,Weatherhead,,13.79,2645.0,-0.1806,7.7,7.7,457.0,4.3
19277,Thompson,,6.83,4001.0,,10.8,10.8,432.0,4.0
19278,,tube,6.89,5696.0,-0.0072,10.3,10.3,794.0,5.9
19279,,tube,13.79,6510.0,,4.7,,318.0,7.3
19280,Thompson,tube,20.68,1316.0,,3.6,3.6,76.0,3.8
19281,,tube,6.89,,,23.6,23.6,,2.7
19282,Thompson,tube,,3811.0,-0.0719,23.6,23.6,1972.0,3.3
19283,Thompson,tube,13.79,1336.0,,7.7,7.7,457.0,2.4
19284,Thompson,tube,6.89,3757.0,,,10.3,762.0,4.9
19285,,annulus,,734.0,,5.6,15.2,2134.0,2.1
19286,Weatherhead,tube,13.79,1682.0,0.0944,7.7,7.7,457.0,1.4
19287,Beus,annulus,13.79,,0.0902,5.6,15.2,2134.0,1.5
19288,Thompson,tube,13.79,,0.0733,7.8,,591.0,2.3
19289,Janssen,,5.58,1505.0,,12.7,42.3,1778.0,3.8
19290,Thompson,tube,6.89,678.0,-0.0269,37.5,37.5,1953.0,6.9
19291,Thompson,tube,3.45,,-0.0417,10.3,10.3,762.0,4.3
19292,Thompson,tube,6.89,2685.0,0.0196,12.4,12.4,610.0,4.7
19293,Thompson,tube,6.89,3784.0,-0.0865,10.3,10.3,794.0,6.2
19294,Thompson,tube,,4069.0,,11.5,11.5,1524.0,2.5
19295,Thompson,tube,6.89,4123.0,0.099,5.6,5.6,432.0,3.6
19296,Thompson,,7.0,3770.0,,10.8,10.8,864.0,12.8
19297,Weatherhead,,13.79,660.0,,11.1,11.1,457.0,1.7
19298,Thompson,tube,2.63,2699.0,,1.9,1.9,152.0,3.9
19299,Weatherhead,tube,13.79,2007.0,0.1252,11.1,,457.0,1.6
19300,,tube,13.79,689.0,-0.1285,7.7,7.7,,2.0
19301,Janssen,annulus,9.65,1519.0,,12.7,42.3,1778.0,3.6
19302,Thompson,tube,13.79,1332.0,0.0226,7.7,7.7,457.0,2.9
19303,,tube,13.79,2618.0,-0.0389,7.7,,457.0,2.2
19304,Thompson,tube,6.83,3838.0,0.0029,,10.8,,3.0
19305,Peskov,tube,,2710.0,0.1103,10.0,10.0,1650.0,1.8
19306,Thompson,tube,3.83,4136.0,0.0902,10.8,10.8,432.0,4.6
19307,Thompson,,,,0.1402,10.3,10.3,762.0,7.7
19308,Thompson,tube,6.86,4096.0,-0.0137,10.8,10.8,432.0,4.1
19309,Richenderfer,plate,0.1,1500.0,,15.0,120.0,10.0,6.2
19310,Thompson,tube,,2034.0,,,1.9,,2.5
19311,Thompson,tube,12.07,4109.0,-0.0444,1.9,1.9,696.0,3.9
19312,Janssen,,6.89,,0.0383,12.7,42.3,1778.0,3.8
19313,Thompson,tube,20.68,2658.0,0.007,3.6,3.6,76.0,3.7
19314,Thompson,tube,13.79,,,7.8,7.8,591.0,2.4
19315,Beus,annulus,11.03,2712.0,0.0901,,15.2,2134.0,2.1
19316,Williams,,15.17,336.0,-0.0154,9.5,9.5,1836.0,3.5
19317,Beus,annulus,15.51,3625.0,0.0537,5.6,15.2,2134.0,1.5
19318,Thompson,tube,6.89,1354.0,0.0362,23.6,23.6,610.0,2.6
19319,Janssen,annulus,6.89,,0.1933,8.5,24.6,1829.0,2.4
19320,Thompson,tube,6.93,3784.0,,10.8,10.8,216.0,5.0
19321,Thompson,tube,18.96,2698.0,-0.0565,1.9,,152.0,3.6
19322,Thompson,tube,13.79,,0.0711,4.6,4.6,295.0,2.2
19323,Thompson,tube,,746.0,,4.7,4.7,318.0,2.2
19324,Thompson,tube,13.79,3648.0,0.0073,4.7,4.7,318.0,3.6
19325,Thompson,tube,13.79,2048.0,,4.7,4.7,,4.8
19326,Thompson,tube,6.79,4069.0,0.0196,,10.8,,3.6
19327,Thompson,,6.89,4123.0,,5.6,5.6,432.0,3.2
19328,Thompson,tube,6.83,4059.0,0.1112,10.8,10.8,1727.0,3.0
19329,Peskov,tube,20.0,1000.0,,10.0,10.0,565.0,3.5
19330,,plate,,4986.0,-0.0102,15.0,120.0,10.0,7.1
19331,Thompson,tube,6.89,2034.0,-0.0492,,10.8,432.0,5.0
19332,Beus,annulus,13.79,1356.0,0.0721,5.6,15.2,,2.2
19333,Thompson,tube,,4842.0,,10.3,10.3,794.0,4.3
19334,Thompson,tube,18.96,3648.0,-0.0591,1.9,1.9,152.0,3.6
19335,Janssen,annulus,6.89,5547.0,,,42.3,1778.0,4.3
19336,Janssen,annulus,6.84,2807.0,,,15.9,,2.4
19337,Peskov,tube,12.0,1000.0,0.1228,10.0,10.0,565.0,2.1
19338,Thompson,tube,,,-0.0261,10.3,10.3,762.0,4.5
19339,,tube,,6510.0,-0.044,1.9,1.9,,6.0
19340,Thompson,tube,3.9,4055.0,0.0028,10.8,,432.0,4.5
19341,Thompson,tube,6.89,3825.0,,23.6,23.6,457.0,1.7
19342,Thompson,tube,6.86,2034.0,-0.0515,10.8,10.8,432.0,3.6
19343,Thompson,tube,6.89,6212.0,-0.0591,10.3,10.3,794.0,5.5
19344,Thompson,tube,18.27,816.0,-0.1334,3.0,,150.0,1.1
19345,,tube,13.79,7473.0,,4.7,4.7,318.0,3.6
19346,Janssen,annulus,,385.0,,22.2,96.3,1778.0,4.6
19347,Thompson,tube,13.79,4042.0,-0.0569,1.9,,,4.9
19348,Williams,tube,11.03,4071.0,-0.0089,9.5,9.5,1836.0,4.3
19349,Thompson,tube,13.79,,0.0669,7.8,,591.0,2.3
19350,Thompson,tube,13.79,1641.0,,4.7,4.7,318.0,4.4
19351,,tube,18.96,,,1.9,1.9,152.0,4.5
19352,,tube,12.0,4986.0,0.0311,10.0,10.0,1000.0,3.0
19353,Thompson,tube,10.34,6089.0,,,10.3,762.0,6.0
19354,Weatherhead,,,1351.0,,,7.7,457.0,1.6
19355,Thompson,tube,,5262.0,,5.7,5.7,625.0,3.8
19356,Thompson,tube,13.79,6212.0,,4.7,,318.0,7.5
19357,Thompson,tube,12.07,4109.0,,1.9,,696.0,2.8
19358,Janssen,annulus,6.89,2292.0,0.0479,12.7,,,2.7
19359,Weatherhead,tube,13.79,1397.0,0.1698,11.1,11.1,,1.5
19360,Thompson,,13.79,3458.0,0.0404,4.7,,318.0,4.6
19361,Janssen,annulus,9.68,5533.0,,12.7,38.1,914.0,2.2
19362,Thompson,tube,10.34,,,10.3,,762.0,4.8
19363,Janssen,annulus,4.16,746.0,0.1234,12.7,38.1,914.0,2.0
19364,Thompson,tube,18.27,861.0,-0.1046,3.0,3.0,35.0,2.3
19365,Thompson,tube,17.24,3675.0,-0.1162,1.9,,696.0,4.0
19366,Janssen,annulus,6.89,1519.0,0.0382,12.7,42.3,,2.7
19367,Thompson,tube,18.96,,-0.2049,1.9,1.9,152.0,5.0
19368,Thompson,tube,3.83,,,4.6,4.6,229.0,4.5
19369,Thompson,tube,,,0.0244,7.8,7.8,591.0,2.6
19370,Thompson,,18.96,3648.0,,1.9,1.9,696.0,3.6
19371,,tube,10.34,,,10.3,10.3,762.0,4.5
19372,Beus,annulus,15.51,2740.0,,,15.2,2134.0,2.2
19373,Peskov,tube,10.0,,0.0311,10.0,10.0,565.0,2.4
19374,,tube,6.89,2319.0,-0.0027,23.6,23.6,610.0,3.5
19375,Thompson,tube,6.89,5466.0,,23.6,23.6,1972.0,2.1
19376,Thompson,tube,6.89,5398.0,,12.8,12.8,1930.0,4.3
19377,Janssen,annulus,6.89,932.0,-0.0058,12.7,38.1,,4.5
19378,Thompson,tube,13.79,3404.0,-0.3404,4.7,4.7,318.0,4.8
19379,Thompson,tube,6.89,1668.0,0.0108,12.4,12.4,610.0,3.0
19380,Thompson,tube,15.51,,,,1.9,152.0,4.6
19381,Thompson,tube,6.9,4048.0,,10.8,,1727.0,2.0
19382,Thompson,,6.86,2034.0,,10.8,10.8,216.0,4.8
19383,Thompson,tube,3.45,7866.0,,10.3,10.3,,6.6
19384,Thompson,tube,13.79,2672.0,0.0238,7.7,7.7,457.0,1.8
19385,,,13.79,8.0,,7.8,7.8,591.0,2.8
19386,Thompson,tube,13.79,1668.0,,7.7,7.7,457.0,3.9
19387,,tube,13.79,936.0,0.1802,7.7,7.7,457.0,2.4
19388,Beus,annulus,8.27,2729.0,,5.6,15.2,,1.4
19389,Thompson,tube,13.79,4679.0,-0.0408,4.7,4.7,,5.0
19390,Thompson,tube,17.24,3580.0,,,1.9,152.0,4.7
19391,,tube,13.79,4062.0,,11.5,11.5,1143.0,2.2
19392,Thompson,tube,17.24,2889.0,-0.1317,1.9,1.9,152.0,3.6
19393,Thompson,tube,13.79,2889.0,-0.0296,1.9,1.9,152.0,4.7
19394,Thompson,tube,15.51,3174.0,-0.0188,1.9,1.9,696.0,2.0
19395,Thompson,tube,10.34,3947.0,-0.0465,,10.3,762.0,4.0
19396,Beus,annulus,,3665.0,0.099,,15.2,,1.9
19397,Thompson,tube,13.79,673.0,0.0902,11.1,,457.0,1.5
19398,Thompson,tube,,4123.0,0.0423,10.8,10.8,432.0,4.2
19399,,tube,18.27,,-0.1221,3.0,3.0,150.0,2.2
19400,Thompson,tube,6.79,2319.0,,23.6,23.6,,3.9
19401,Thompson,tube,13.79,4584.0,-0.0492,4.7,4.7,318.0,5.0
19402,Thompson,tube,6.89,,0.0675,12.8,12.8,1930.0,2.5
19403,Thompson,tube,13.79,3648.0,-0.0997,4.7,4.7,318.0,3.6
19404,Thompson,tube,10.41,1383.0,0.086,4.6,,229.0,4.6
19405,Thompson,tube,10.51,3784.0,,10.8,10.8,,4.0
19406,Thompson,,13.79,1214.0,-0.4456,4.7,4.7,318.0,5.5
19407,,tube,11.03,,0.0334,,9.3,1524.0,1.7
19408,,annulus,,1358.0,0.0856,5.6,15.2,2134.0,1.8
19409,Thompson,tube,13.79,5913.0,-0.0373,10.3,10.3,762.0,5.2
19410,Williams,,,1335.0,0.0406,9.5,9.5,1836.0,2.0
19411,Thompson,tube,13.79,1246.0,,7.8,7.8,591.0,2.9
19412,,tube,13.79,913.0,0.0886,,,,2.6
19413,Williams,tube,13.79,,,9.5,9.5,1836.0,2.9
19414,Weatherhead,tube,,,-0.1084,11.1,11.1,457.0,3.6
19415,Beus,annulus,11.03,,-0.0517,5.6,15.2,2134.0,3.4
19416,Thompson,,6.86,,0.0763,10.8,10.8,432.0,3.7
19417,Thompson,tube,13.79,,0.0798,4.7,4.7,318.0,2.6
19418,Thompson,tube,,,0.0081,7.7,7.7,457.0,2.3
19419,Thompson,,15.51,3743.0,-0.0878,1.9,1.9,696.0,3.9
19420,Thompson,tube,17.24,3052.0,,1.9,,696.0,3.9
19421,,,6.72,4028.0,,10.8,10.8,864.0,12.7
19422,,tube,13.79,,0.0476,4.7,4.7,,2.5
19423,Thompson,tube,18.27,852.0,,3.0,3.0,,1.7
19424,Williams,,,,,9.5,9.5,1836.0,2.6
19425,Beus,annulus,13.79,1354.0,,5.6,15.2,2134.0,2.5
19426,,tube,,1980.0,0.0145,7.7,7.7,457.0,2.3
19427,Thompson,tube,,3974.0,-0.1403,10.3,10.3,762.0,5.8
19428,Janssen,annulus,6.89,734.0,-0.0136,12.7,38.1,914.0,9.0
19429,Williams,tube,15.17,734.0,0.0335,9.5,9.5,1836.0,2.6
19430,Thompson,tube,6.79,3784.0,-0.0237,10.8,10.8,432.0,5.4
19431,,tube,10.0,,0.03,10.0,10.0,660.0,2.2
19432,,tube,13.79,3784.0,-0.0358,1.9,1.9,152.0,3.4
19433,Weatherhead,tube,13.79,,,7.7,7.7,457.0,10.6
19434,Kossolapov,plate,0.1,336.0,-0.0158,,120.0,10.0,3.1
19435,Thompson,tube,13.79,1383.0,,,4.7,318.0,4.3
19436,Thompson,tube,12.07,3296.0,-0.0407,1.9,1.9,152.0,3.2
19437,Thompson,tube,13.79,1277.0,0.1065,,7.8,591.0,2.9
19438,Beus,,15.51,2717.0,0.1715,5.6,15.2,,1.8
19439,Janssen,,6.89,734.0,,6.4,15.9,914.0,2.7
19440,Thompson,tube,11.0,4123.0,,,,914.0,3.8
19441,Peskov,,18.0,882.0,-0.1488,10.0,10.0,1650.0,4.1
19442,Thompson,,13.79,1316.0,0.0587,,5.7,625.0,3.3
19443,Thompson,tube,13.79,3797.0,-0.0546,1.9,1.9,152.0,4.9
19444,Thompson,tube,10.34,3960.0,-0.103,10.3,10.3,762.0,5.6
19445,Thompson,tube,6.89,6279.0,,4.7,4.7,318.0,6.7
19446,Thompson,,13.79,2251.0,-0.0218,1.9,1.9,152.0,7.4
19447,Thompson,,6.86,4136.0,0.099,5.6,,432.0,3.4
19448,Weatherhead,,,1344.0,-0.1179,11.1,11.1,457.0,1.9
19449,Thompson,tube,11.1,3391.0,,11.5,11.5,914.0,2.9
19450,,,13.79,5696.0,-0.3206,4.7,4.7,,9.2
19451,Thompson,tube,0.1,5750.0,,1.0,1.0,25.0,5.6
19452,Weatherhead,tube,13.79,1349.0,,11.1,11.1,457.0,2.8
19453,Thompson,tube,6.86,2034.0,,10.8,10.8,432.0,3.6
19454,,,,,0.1933,9.3,9.3,762.0,2.7
19455,Mortimore,annulus,11.03,913.0,,5.0,13.3,2134.0,2.5
19456,Thompson,tube,10.41,4150.0,-0.0668,4.6,4.6,229.0,7.3
19457,Mortimore,annulus,8.27,2740.0,0.1286,5.0,13.3,2134.0,2.2
19458,Thompson,tube,13.79,671.0,0.1015,7.8,7.8,591.0,2.2
19459,,tube,6.79,4043.0,0.1754,10.8,10.8,864.0,2.9
19460,Thompson,,6.86,3458.0,0.0702,23.6,23.6,610.0,2.9
19461,Williams,,15.17,4028.0,0.14,9.5,9.5,1836.0,1.6
19462,Thompson,tube,13.79,4964.0,-0.0434,,4.7,,5.2
19463,Weatherhead,tube,,1336.0,-0.0202,7.7,7.7,457.0,2.8
19464,Thompson,,13.79,4787.0,-0.0431,4.7,4.7,305.0,5.9
19465,Thompson,,6.89,,0.1403,12.8,12.8,,2.6
19466,Thompson,tube,6.89,3784.0,,10.3,10.3,762.0,3.9
19467,Beus,annulus,15.51,1354.0,0.1274,5.6,15.2,2134.0,1.6
19468,Thompson,,3.76,2224.0,,10.8,10.8,216.0,9.0
19469,Thompson,tube,,4069.0,0.1272,10.8,10.8,432.0,3.6
19470,Thompson,tube,6.89,3723.0,-0.0546,,37.5,914.0,4.7
19471,Peskov,tube,,3861.0,-0.0465,10.0,10.0,660.0,5.2
19472,Thompson,tube,12.07,4042.0,,,1.9,152.0,4.3
19473,,tube,,3513.0,0.0005,,,432.0,4.4
19474,,annulus,13.79,,0.0643,5.0,,2134.0,5.4
19475,Thompson,tube,12.07,,-0.1005,1.9,1.9,696.0,2.3
19476,,tube,10.34,3757.0,-0.0757,10.3,10.3,762.0,7.3
19477,Williams,,15.17,4039.0,,9.5,9.5,1836.0,2.7
19478,Thompson,tube,13.79,1397.0,,4.7,4.7,305.0,2.5
19479,Thompson,tube,18.27,842.0,-0.1258,3.0,3.0,150.0,4.3
19480,Thompson,tube,,2658.0,0.1131,,7.7,457.0,1.6
19481,Thompson,,13.79,4774.0,,4.7,,305.0,4.6
19482,Beus,annulus,15.51,2699.0,0.0253,5.6,15.2,2134.0,1.5
19483,Thompson,tube,18.96,3689.0,-0.1334,1.9,1.9,696.0,2.2
19484,Thompson,,13.79,4964.0,0.0102,4.7,4.7,318.0,4.0
19485,Mortimore,annulus,13.79,2731.0,,5.0,13.3,2134.0,2.7
19486,Thompson,tube,,1000.0,0.0747,,,1524.0,3.1
19487,,tube,13.79,1397.0,-0.0417,,4.7,318.0,2.7
19488,Thompson,tube,3.83,2889.0,,,4.6,229.0,14.8
